sgRNA	gene
HGLibB_51314	TMEM37
HGLibB_51315	TMEM37
HGLibB_51316	TMEM37
HGLibB_51317	TMEM38A
HGLibB_51318	TMEM38A
HGLibB_51319	TMEM38A
HGLibB_51320	TMEM38B
HGLibB_51321	TMEM38B
HGLibB_51322	TMEM38B
HGLibB_51323	TMEM39A
HGLibB_51324	TMEM39A
HGLibB_51325	TMEM39A
HGLibB_51326	TMEM39B
HGLibB_51327	TMEM39B
HGLibB_51328	TMEM39B
HGLibB_51329	TMEM40
HGLibB_51330	TMEM40
HGLibB_51331	TMEM40
HGLibB_51332	TMEM41A
HGLibB_51333	TMEM41A
HGLibB_51334	TMEM41A
HGLibB_51335	TMEM41B
HGLibB_51336	TMEM41B
HGLibB_51337	TMEM41B
HGLibB_51338	TMEM42
HGLibB_51339	TMEM42
HGLibB_51340	TMEM42
HGLibB_51341	TMEM43
HGLibB_51342	TMEM43
HGLibB_51343	TMEM43
HGLibB_51344	TMEM44
HGLibB_51345	TMEM44
HGLibB_51346	TMEM44
HGLibB_51347	TMEM45A
HGLibB_51348	TMEM45A
HGLibB_51349	TMEM45A
HGLibB_51350	TMEM45B
HGLibB_51351	TMEM45B
HGLibB_51352	TMEM45B
HGLibB_51353	TMEM47
HGLibB_51354	TMEM47
HGLibB_51355	TMEM47
HGLibB_51356	TMEM48
HGLibB_51357	TMEM48
HGLibB_51358	TMEM48
HGLibB_51359	TMEM5
HGLibB_51360	TMEM5
HGLibB_51361	TMEM5
HGLibB_51362	TMEM50A
HGLibB_51363	TMEM50A
HGLibB_51364	TMEM50A
HGLibB_51365	TMEM50B
HGLibB_51366	TMEM50B
HGLibB_51367	TMEM50B
HGLibB_51368	TMEM51
HGLibB_51369	TMEM51
HGLibB_51370	TMEM51
HGLibB_51371	TMEM52
HGLibB_51372	TMEM52
HGLibB_51373	TMEM52
HGLibB_51374	TMEM52B
HGLibB_51375	TMEM52B
HGLibB_51376	TMEM52B
HGLibB_51377	TMEM53
HGLibB_51378	TMEM53
HGLibB_51379	TMEM53
HGLibB_51380	TMEM54
HGLibB_51381	TMEM54
HGLibB_51382	TMEM54
HGLibB_51383	TMEM55A
HGLibB_51384	TMEM55A
HGLibB_51385	TMEM55A
HGLibB_51386	TMEM55B
HGLibB_51387	TMEM55B
HGLibB_51388	TMEM55B
HGLibB_51389	TMEM56
HGLibB_51390	TMEM56
HGLibB_51391	TMEM56
HGLibB_51392	TMEM56-RWDD3
HGLibB_51393	TMEM56-RWDD3
HGLibB_51394	TMEM56-RWDD3
HGLibB_51395	TMEM57
HGLibB_51396	TMEM57
HGLibB_51397	TMEM57
HGLibB_51398	TMEM59
HGLibB_51399	TMEM59
HGLibB_51400	TMEM59
HGLibB_51401	TMEM59L
HGLibB_51402	TMEM59L
HGLibB_51403	TMEM59L
HGLibB_51404	TMEM60
HGLibB_51405	TMEM60
HGLibB_51406	TMEM60
HGLibB_51407	TMEM61
HGLibB_51408	TMEM61
HGLibB_51409	TMEM61
HGLibB_51410	TMEM62
HGLibB_51411	TMEM62
HGLibB_51412	TMEM62
HGLibB_51413	TMEM63A
HGLibB_51414	TMEM63A
HGLibB_51415	TMEM63A
HGLibB_51416	TMEM63B
HGLibB_51417	TMEM63B
HGLibB_51418	TMEM63B
HGLibB_51419	TMEM63C
HGLibB_51420	TMEM63C
HGLibB_51421	TMEM63C
HGLibB_51422	TMEM64
HGLibB_51423	TMEM64
HGLibB_51424	TMEM64
HGLibB_51425	TMEM65
HGLibB_51426	TMEM65
HGLibB_51427	TMEM65
HGLibB_51428	TMEM66
HGLibB_51429	TMEM66
HGLibB_51430	TMEM66
HGLibB_51431	TMEM67
HGLibB_51432	TMEM67
HGLibB_51433	TMEM67
HGLibB_51434	TMEM68
HGLibB_51435	TMEM68
HGLibB_51436	TMEM68
HGLibB_51437	TMEM69
HGLibB_51438	TMEM69
HGLibB_51439	TMEM69
HGLibB_51440	TMEM70
HGLibB_51441	TMEM70
HGLibB_51442	TMEM70
HGLibB_51443	TMEM71
HGLibB_51444	TMEM71
HGLibB_51445	TMEM71
HGLibB_51446	TMEM72
HGLibB_51447	TMEM72
HGLibB_51448	TMEM72
HGLibB_51449	TMEM74
HGLibB_51450	TMEM74
HGLibB_51451	TMEM74
HGLibB_51452	TMEM74B
HGLibB_51453	TMEM74B
HGLibB_51454	TMEM74B
HGLibB_51455	TMEM79
HGLibB_51456	TMEM79
HGLibB_51457	TMEM79
HGLibB_51458	TMEM81
HGLibB_51459	TMEM81
HGLibB_51460	TMEM81
HGLibB_51461	TMEM82
HGLibB_51462	TMEM82
HGLibB_51463	TMEM82
HGLibB_51464	TMEM86A
HGLibB_51465	TMEM86A
HGLibB_51466	TMEM86A
HGLibB_51467	TMEM86B
HGLibB_51468	TMEM86B
HGLibB_51469	TMEM86B
HGLibB_51470	TMEM87A
HGLibB_51471	TMEM87A
HGLibB_51472	TMEM87A
HGLibB_51473	TMEM87B
HGLibB_51474	TMEM87B
HGLibB_51475	TMEM87B
HGLibB_51476	TMEM88
HGLibB_51477	TMEM88
HGLibB_51478	TMEM88
HGLibB_51479	TMEM88B
HGLibB_51480	TMEM88B
HGLibB_51481	TMEM88B
HGLibB_51482	TMEM89
HGLibB_51483	TMEM89
HGLibB_51484	TMEM89
HGLibB_51485	TMEM8A
HGLibB_51486	TMEM8A
HGLibB_51487	TMEM8A
HGLibB_51488	TMEM8B
HGLibB_51489	TMEM8B
HGLibB_51490	TMEM8B
HGLibB_51491	TMEM8C
HGLibB_51492	TMEM8C
HGLibB_51493	TMEM8C
HGLibB_51494	TMEM9
HGLibB_51495	TMEM9
HGLibB_51496	TMEM9
HGLibB_51497	TMEM91
HGLibB_51498	TMEM91
HGLibB_51499	TMEM91
HGLibB_51500	TMEM92
HGLibB_51501	TMEM92
HGLibB_51502	TMEM92
HGLibB_51503	TMEM95
HGLibB_51504	TMEM95
HGLibB_51505	TMEM95
HGLibB_51506	TMEM97
HGLibB_51507	TMEM97
HGLibB_51508	TMEM97
HGLibB_51509	TMEM98
HGLibB_51510	TMEM98
HGLibB_51511	TMEM98
HGLibB_51512	TMEM99
HGLibB_51513	TMEM99
HGLibB_51514	TMEM99
HGLibB_51515	TMEM9B
HGLibB_51516	TMEM9B
HGLibB_51517	TMEM9B
HGLibB_51518	TMF1
HGLibB_51519	TMF1
HGLibB_51520	TMF1
HGLibB_51521	TMIE
HGLibB_51522	TMIE
HGLibB_51523	TMIE
HGLibB_51524	TMIGD1
HGLibB_51525	TMIGD1
HGLibB_51526	TMIGD1
HGLibB_51527	TMIGD2
HGLibB_51528	TMIGD2
HGLibB_51529	TMIGD2
HGLibB_51530	TMLHE
HGLibB_51531	TMLHE
HGLibB_51532	TMLHE
HGLibB_51533	TMOD1
HGLibB_51534	TMOD1
HGLibB_51535	TMOD1
HGLibB_51536	TMOD2
HGLibB_51537	TMOD2
HGLibB_51538	TMOD2
HGLibB_51539	TMOD3
HGLibB_51540	TMOD3
HGLibB_51541	TMOD3
HGLibB_51542	TMOD4
HGLibB_51543	TMOD4
HGLibB_51544	TMOD4
HGLibB_51545	TMPO
HGLibB_51546	TMPO
HGLibB_51547	TMPO
HGLibB_51548	TMPPE
HGLibB_51549	TMPPE
HGLibB_51550	TMPPE
HGLibB_51551	TMPRSS11A
HGLibB_51552	TMPRSS11A
HGLibB_51553	TMPRSS11A
HGLibB_51554	TMPRSS11B
HGLibB_51555	TMPRSS11B
HGLibB_51556	TMPRSS11B
HGLibB_51557	TMPRSS11D
HGLibB_51558	TMPRSS11D
HGLibB_51559	TMPRSS11D
HGLibB_51560	TMPRSS11E
HGLibB_51561	TMPRSS11E
HGLibB_51562	TMPRSS11E
HGLibB_51563	TMPRSS11F
HGLibB_51564	TMPRSS11F
HGLibB_51565	TMPRSS11F
HGLibB_51566	TMPRSS12
HGLibB_51567	TMPRSS12
HGLibB_51568	TMPRSS12
HGLibB_51569	TMPRSS13
HGLibB_51570	TMPRSS13
HGLibB_51571	TMPRSS13
HGLibB_51572	TMPRSS15
HGLibB_51573	TMPRSS15
HGLibB_51574	TMPRSS15
HGLibB_51575	TMPRSS2
HGLibB_51576	TMPRSS2
HGLibB_51577	TMPRSS2
HGLibB_51578	TMPRSS3
HGLibB_51579	TMPRSS3
HGLibB_51580	TMPRSS3
HGLibB_51581	TMPRSS4
HGLibB_51582	TMPRSS4
HGLibB_51583	TMPRSS4
HGLibB_51584	TMPRSS5
HGLibB_51585	TMPRSS5
HGLibB_51586	TMPRSS5
HGLibB_51587	TMPRSS6
HGLibB_51588	TMPRSS6
HGLibB_51589	TMPRSS6
HGLibB_51590	TMPRSS7
HGLibB_51591	TMPRSS7
HGLibB_51592	TMPRSS7
HGLibB_51593	TMPRSS9
HGLibB_51594	TMPRSS9
HGLibB_51595	TMPRSS9
HGLibB_51596	TMSB10
HGLibB_51597	TMSB10
HGLibB_51598	TMSB10
HGLibB_51599	TMSB15A
HGLibB_51600	TMSB15A
HGLibB_51601	TMSB15B
HGLibB_51602	TMSB15B
HGLibB_51603	TMSB4X
HGLibB_51604	TMSB4X
HGLibB_51605	TMSB4Y
HGLibB_51606	TMSB4Y
HGLibB_51607	TMTC1
HGLibB_51608	TMTC1
HGLibB_51609	TMTC1
HGLibB_51610	TMTC2
HGLibB_51611	TMTC2
HGLibB_51612	TMTC2
HGLibB_51613	TMTC3
HGLibB_51614	TMTC3
HGLibB_51615	TMTC3
HGLibB_51616	TMTC4
HGLibB_51617	TMTC4
HGLibB_51618	TMTC4
HGLibB_51619	TMUB1
HGLibB_51620	TMUB1
HGLibB_51621	TMUB1
HGLibB_51622	TMUB2
HGLibB_51623	TMUB2
HGLibB_51624	TMUB2
HGLibB_51625	TMX1
HGLibB_51626	TMX1
HGLibB_51627	TMX1
HGLibB_51628	TMX2
HGLibB_51629	TMX2
HGLibB_51630	TMX2
HGLibB_51631	TMX3
HGLibB_51632	TMX3
HGLibB_51633	TMX3
HGLibB_51634	TMX4
HGLibB_51635	TMX4
HGLibB_51636	TMX4
HGLibB_51637	TNC
HGLibB_51638	TNC
HGLibB_51639	TNC
HGLibB_51640	TNF
HGLibB_51641	TNF
HGLibB_51642	TNF
HGLibB_51643	TNFAIP1
HGLibB_51644	TNFAIP1
HGLibB_51645	TNFAIP1
HGLibB_51646	TNFAIP2
HGLibB_51647	TNFAIP2
HGLibB_51648	TNFAIP2
HGLibB_51649	TNFAIP3
HGLibB_51650	TNFAIP3
HGLibB_51651	TNFAIP3
HGLibB_51652	TNFAIP6
HGLibB_51653	TNFAIP6
HGLibB_51654	TNFAIP6
HGLibB_51655	TNFAIP8
HGLibB_51656	TNFAIP8
HGLibB_51657	TNFAIP8
HGLibB_51658	TNFAIP8L1
HGLibB_51659	TNFAIP8L1
HGLibB_51660	TNFAIP8L1
HGLibB_51661	TNFAIP8L2
HGLibB_51662	TNFAIP8L2
HGLibB_51663	TNFAIP8L2
HGLibB_51664	TNFAIP8L2-SCNM1
HGLibB_51665	TNFAIP8L2-SCNM1
HGLibB_51666	TNFAIP8L2-SCNM1
HGLibB_51667	TNFAIP8L3
HGLibB_51668	TNFAIP8L3
HGLibB_51669	TNFAIP8L3
HGLibB_51670	TNFRSF10A
HGLibB_51671	TNFRSF10A
HGLibB_51672	TNFRSF10A
HGLibB_51673	TNFRSF10B
HGLibB_51674	TNFRSF10B
HGLibB_51675	TNFRSF10B
HGLibB_51676	TNFRSF10C
HGLibB_51677	TNFRSF10C
HGLibB_51678	TNFRSF10C
HGLibB_51679	TNFRSF10D
HGLibB_51680	TNFRSF10D
HGLibB_51681	TNFRSF10D
HGLibB_51682	TNFRSF11A
HGLibB_51683	TNFRSF11A
HGLibB_51684	TNFRSF11A
HGLibB_51685	TNFRSF11B
HGLibB_51686	TNFRSF11B
HGLibB_51687	TNFRSF11B
HGLibB_51688	TNFRSF12A
HGLibB_51689	TNFRSF12A
HGLibB_51690	TNFRSF12A
HGLibB_51691	TNFRSF13B
HGLibB_51692	TNFRSF13B
HGLibB_51693	TNFRSF13B
HGLibB_51694	TNFRSF13C
HGLibB_51695	TNFRSF13C
HGLibB_51696	TNFRSF13C
HGLibB_51697	TNFRSF14
HGLibB_51698	TNFRSF14
HGLibB_51699	TNFRSF14
HGLibB_51700	TNFRSF17
HGLibB_51701	TNFRSF17
HGLibB_51702	TNFRSF17
HGLibB_51703	TNFRSF18
HGLibB_51704	TNFRSF18
HGLibB_51705	TNFRSF18
HGLibB_51706	TNFRSF19
HGLibB_51707	TNFRSF19
HGLibB_51708	TNFRSF19
HGLibB_51709	TNFRSF1A
HGLibB_51710	TNFRSF1A
HGLibB_51711	TNFRSF1A
HGLibB_51712	TNFRSF1B
HGLibB_51713	TNFRSF1B
HGLibB_51714	TNFRSF1B
HGLibB_51715	TNFRSF21
HGLibB_51716	TNFRSF21
HGLibB_51717	TNFRSF21
HGLibB_51718	TNFRSF25
HGLibB_51719	TNFRSF25
HGLibB_51720	TNFRSF25
HGLibB_51721	TNFRSF4
HGLibB_51722	TNFRSF4
HGLibB_51723	TNFRSF4
HGLibB_51724	TNFRSF6B
HGLibB_51725	TNFRSF6B
HGLibB_51726	TNFRSF6B
HGLibB_51727	TNFRSF8
HGLibB_51728	TNFRSF8
HGLibB_51729	TNFRSF8
HGLibB_51730	TNFRSF9
HGLibB_51731	TNFRSF9
HGLibB_51732	TNFRSF9
HGLibB_51733	TNFSF10
HGLibB_51734	TNFSF10
HGLibB_51735	TNFSF10
HGLibB_51736	TNFSF11
HGLibB_51737	TNFSF11
HGLibB_51738	TNFSF11
HGLibB_51739	TNFSF12
HGLibB_51740	TNFSF12
HGLibB_51741	TNFSF12
HGLibB_51742	TNFSF12-TNFSF13
HGLibB_51743	TNFSF12-TNFSF13
HGLibB_51744	TNFSF12-TNFSF13
HGLibB_51745	TNFSF13
HGLibB_51746	TNFSF13
HGLibB_51747	TNFSF13
HGLibB_51748	TNFSF13B
HGLibB_51749	TNFSF13B
HGLibB_51750	TNFSF13B
HGLibB_51751	TNFSF14
HGLibB_51752	TNFSF14
HGLibB_51753	TNFSF14
HGLibB_51754	TNFSF15
HGLibB_51755	TNFSF15
HGLibB_51756	TNFSF15
HGLibB_51757	TNFSF18
HGLibB_51758	TNFSF18
HGLibB_51759	TNFSF18
HGLibB_51760	TNFSF4
HGLibB_51761	TNFSF4
HGLibB_51762	TNFSF4
HGLibB_51763	TNFSF8
HGLibB_51764	TNFSF8
HGLibB_51765	TNFSF8
HGLibB_51766	TNFSF9
HGLibB_51767	TNFSF9
HGLibB_51768	TNFSF9
HGLibB_51769	TNIK
HGLibB_51770	TNIK
HGLibB_51771	TNIK
HGLibB_51772	TNIP1
HGLibB_51773	TNIP1
HGLibB_51774	TNIP1
HGLibB_51775	TNIP2
HGLibB_51776	TNIP2
HGLibB_51777	TNIP2
HGLibB_51778	TNIP3
HGLibB_51779	TNIP3
HGLibB_51780	TNIP3
HGLibB_51781	TNK1
HGLibB_51782	TNK1
HGLibB_51783	TNK1
HGLibB_51784	TNK2
HGLibB_51785	TNK2
HGLibB_51786	TNK2
HGLibB_51787	TNKS
HGLibB_51788	TNKS
HGLibB_51789	TNKS
HGLibB_51790	TNKS1BP1
HGLibB_51791	TNKS1BP1
HGLibB_51792	TNKS1BP1
HGLibB_51793	TNKS2
HGLibB_51794	TNKS2
HGLibB_51795	TNKS2
HGLibB_51796	TNMD
HGLibB_51797	TNMD
HGLibB_51798	TNMD
HGLibB_51799	TNN
HGLibB_51800	TNN
HGLibB_51801	TNN
HGLibB_51802	TNNC1
HGLibB_51803	TNNC1
HGLibB_51804	TNNC1
HGLibB_51805	TNNC2
HGLibB_51806	TNNC2
HGLibB_51807	TNNC2
HGLibB_51808	TNNI1
HGLibB_51809	TNNI1
HGLibB_51810	TNNI1
HGLibB_51811	TNNI2
HGLibB_51812	TNNI2
HGLibB_51813	TNNI2
HGLibB_51814	TNNI3
HGLibB_51815	TNNI3
HGLibB_51816	TNNI3
HGLibB_51817	TNNI3K
HGLibB_51818	TNNI3K
HGLibB_51819	TNNI3K
HGLibB_51820	TNNT1
HGLibB_51821	TNNT1
HGLibB_51822	TNNT1
HGLibB_51823	TNNT2
HGLibB_51824	TNNT2
HGLibB_51825	TNNT2
HGLibB_51826	TNNT3
HGLibB_51827	TNNT3
HGLibB_51828	TNNT3
HGLibB_51829	TNP1
HGLibB_51830	TNP1
HGLibB_51831	TNP1
HGLibB_51832	TNP2
HGLibB_51833	TNP2
HGLibB_51834	TNP2
HGLibB_51835	TNPO1
HGLibB_51836	TNPO1
HGLibB_51837	TNPO1
HGLibB_51838	TNPO2
HGLibB_51839	TNPO2
HGLibB_51840	TNPO2
HGLibB_51841	TNPO3
HGLibB_51842	TNPO3
HGLibB_51843	TNPO3
HGLibB_51844	TNR
HGLibB_51845	TNR
HGLibB_51846	TNR
HGLibB_51847	TNRC18
HGLibB_51848	TNRC18
HGLibB_51849	TNRC18
HGLibB_51850	TNRC6A
HGLibB_51851	TNRC6A
HGLibB_51852	TNRC6B
HGLibB_51853	TNRC6B
HGLibB_51854	TNRC6B
HGLibB_51855	TNRC6C
HGLibB_51856	TNRC6C
HGLibB_51857	TNRC6C
HGLibB_51858	TNS1
HGLibB_51859	TNS1
HGLibB_51860	TNS1
HGLibB_51861	TNS3
HGLibB_51862	TNS3
HGLibB_51863	TNS3
HGLibB_51864	TNS4
HGLibB_51865	TNS4
HGLibB_51866	TNS4
HGLibB_51867	TNXB
HGLibB_51868	TNXB
HGLibB_51869	TNXB
HGLibB_51870	TOB1
HGLibB_51871	TOB1
HGLibB_51872	TOB1
HGLibB_51873	TOB2
HGLibB_51874	TOB2
HGLibB_51875	TOB2
HGLibB_51876	TOE1
HGLibB_51877	TOE1
HGLibB_51878	TOE1
HGLibB_51879	TOLLIP
HGLibB_51880	TOLLIP
HGLibB_51881	TOLLIP
HGLibB_51882	TOM1
HGLibB_51883	TOM1
HGLibB_51884	TOM1
HGLibB_51885	TOM1L1
HGLibB_51886	TOM1L1
HGLibB_51887	TOM1L1
HGLibB_51888	TOM1L2
HGLibB_51889	TOM1L2
HGLibB_51890	TOM1L2
HGLibB_51891	TOMM20
HGLibB_51892	TOMM20
HGLibB_51893	TOMM20
HGLibB_51894	TOMM20L
HGLibB_51895	TOMM20L
HGLibB_51896	TOMM20L
HGLibB_51897	TOMM22
HGLibB_51898	TOMM22
HGLibB_51899	TOMM22
HGLibB_51900	TOMM34
HGLibB_51901	TOMM34
HGLibB_51902	TOMM34
HGLibB_51903	TOMM40
HGLibB_51904	TOMM40
HGLibB_51905	TOMM40
HGLibB_51906	TOMM40L
HGLibB_51907	TOMM40L
HGLibB_51908	TOMM40L
HGLibB_51909	TOMM5
HGLibB_51910	TOMM5
HGLibB_51911	TOMM5
HGLibB_51912	TOMM6
HGLibB_51913	TOMM6
HGLibB_51914	TOMM6
HGLibB_51915	TOMM7
HGLibB_51916	TOMM7
HGLibB_51917	TOMM7
HGLibB_51918	TOMM70A
HGLibB_51919	TOMM70A
HGLibB_51920	TOMM70A
HGLibB_51921	TONSL
HGLibB_51922	TONSL
HGLibB_51923	TONSL
HGLibB_51924	TOP1
HGLibB_51925	TOP1
HGLibB_51926	TOP1
HGLibB_51927	TOP1MT
HGLibB_51928	TOP1MT
HGLibB_51929	TOP1MT
HGLibB_51930	TOP2A
HGLibB_51931	TOP2A
HGLibB_51932	TOP2A
HGLibB_51933	TOP2B
HGLibB_51934	TOP2B
HGLibB_51935	TOP2B
HGLibB_51936	TOP3A
HGLibB_51937	TOP3A
HGLibB_51938	TOP3A
HGLibB_51939	TOP3B
HGLibB_51940	TOP3B
HGLibB_51941	TOP3B
HGLibB_51942	TOPAZ1
HGLibB_51943	TOPAZ1
HGLibB_51944	TOPAZ1
HGLibB_51945	TOPBP1
HGLibB_51946	TOPBP1
HGLibB_51947	TOPBP1
HGLibB_51948	TOPORS
HGLibB_51949	TOPORS
HGLibB_51950	TOPORS
HGLibB_51951	TOR1A
HGLibB_51952	TOR1A
HGLibB_51953	TOR1A
HGLibB_51954	TOR1AIP1
HGLibB_51955	TOR1AIP1
HGLibB_51956	TOR1AIP1
HGLibB_51957	TOR1AIP2
HGLibB_51958	TOR1AIP2
HGLibB_51959	TOR1AIP2
HGLibB_51960	TOR1B
HGLibB_51961	TOR1B
HGLibB_51962	TOR1B
HGLibB_51963	TOR2A
HGLibB_51964	TOR2A
HGLibB_51965	TOR2A
HGLibB_51966	TOR3A
HGLibB_51967	TOR3A
HGLibB_51968	TOR3A
HGLibB_51969	TOR4A
HGLibB_51970	TOR4A
HGLibB_51971	TOR4A
HGLibB_51972	TOX
HGLibB_51973	TOX
HGLibB_51974	TOX
HGLibB_51975	TOX2
HGLibB_51976	TOX2
HGLibB_51977	TOX2
HGLibB_51978	TOX3
HGLibB_51979	TOX3
HGLibB_51980	TOX3
HGLibB_51981	TOX4
HGLibB_51982	TOX4
HGLibB_51983	TOX4
HGLibB_51984	TP53
HGLibB_51985	TP53
HGLibB_51986	TP53
HGLibB_51987	TP53AIP1
HGLibB_51988	TP53AIP1
HGLibB_51989	TP53AIP1
HGLibB_51990	TP53BP1
HGLibB_51991	TP53BP1
HGLibB_51992	TP53BP1
HGLibB_51993	TP53BP2
HGLibB_51994	TP53BP2
HGLibB_51995	TP53BP2
HGLibB_51996	TP53I11
HGLibB_51997	TP53I11
HGLibB_51998	TP53I11
HGLibB_51999	TP53I13
HGLibB_52000	TP53I13
HGLibB_52001	TP53I13
HGLibB_52002	TP53I3
HGLibB_52003	TP53I3
HGLibB_52004	TP53I3
HGLibB_52005	TP53INP1
HGLibB_52006	TP53INP1
HGLibB_52007	TP53INP1
HGLibB_52008	TP53INP2
HGLibB_52009	TP53INP2
HGLibB_52010	TP53INP2
HGLibB_52011	TP53RK
HGLibB_52012	TP53RK
HGLibB_52013	TP53RK
HGLibB_52014	TP53TG3
HGLibB_52015	TP53TG3
HGLibB_52016	TP53TG3
HGLibB_52017	TP53TG3B
HGLibB_52018	TP53TG3B
HGLibB_52019	TP53TG3B
HGLibB_52020	TP53TG3C
HGLibB_52021	TP53TG3C
HGLibB_52022	TP53TG3C
HGLibB_52023	TP53TG3D
HGLibB_52024	TP53TG3D
HGLibB_52025	TP53TG3D
HGLibB_52026	TP53TG5
HGLibB_52027	TP53TG5
HGLibB_52028	TP53TG5
HGLibB_52029	TP63
HGLibB_52030	TP63
HGLibB_52031	TP63
HGLibB_52032	TP73
HGLibB_52033	TP73
HGLibB_52034	TP73
HGLibB_52035	TPBG
HGLibB_52036	TPBG
HGLibB_52037	TPBG
HGLibB_52038	TPBGL
HGLibB_52039	TPBGL
HGLibB_52040	TPBGL
HGLibB_52041	TPCN1
HGLibB_52042	TPCN1
HGLibB_52043	TPCN1
HGLibB_52044	TPCN2
HGLibB_52045	TPCN2
HGLibB_52046	TPCN2
HGLibB_52047	TPD52
HGLibB_52048	TPD52
HGLibB_52049	TPD52
HGLibB_52050	TPD52L1
HGLibB_52051	TPD52L1
HGLibB_52052	TPD52L1
HGLibB_52053	TPD52L2
HGLibB_52054	TPD52L2
HGLibB_52055	TPD52L2
HGLibB_52056	TPD52L3
HGLibB_52057	TPD52L3
HGLibB_52058	TPD52L3
HGLibB_52059	TPGS1
HGLibB_52060	TPGS1
HGLibB_52061	TPGS1
HGLibB_52062	TPGS2
HGLibB_52063	TPGS2
HGLibB_52064	TPGS2
HGLibB_52065	TPH1
HGLibB_52066	TPH1
HGLibB_52067	TPH1
HGLibB_52068	TPH2
HGLibB_52069	TPH2
HGLibB_52070	TPH2
HGLibB_52071	TPI1
HGLibB_52072	TPI1
HGLibB_52073	TPI1
HGLibB_52074	TPK1
HGLibB_52075	TPK1
HGLibB_52076	TPK1
HGLibB_52077	TPM1
HGLibB_52078	TPM1
HGLibB_52079	TPM1
HGLibB_52080	TPM2
HGLibB_52081	TPM2
HGLibB_52082	TPM2
HGLibB_52083	TPM3
HGLibB_52084	TPM3
HGLibB_52085	TPM3
HGLibB_52086	TPM4
HGLibB_52087	TPM4
HGLibB_52088	TPM4
HGLibB_52089	TPMT
HGLibB_52090	TPMT
HGLibB_52091	TPMT
HGLibB_52092	TPO
HGLibB_52093	TPO
HGLibB_52094	TPO
HGLibB_52095	TPP1
HGLibB_52096	TPP1
HGLibB_52097	TPP1
HGLibB_52098	TPP2
HGLibB_52099	TPP2
HGLibB_52100	TPP2
HGLibB_52101	TPPP
HGLibB_52102	TPPP
HGLibB_52103	TPPP
HGLibB_52104	TPPP2
HGLibB_52105	TPPP2
HGLibB_52106	TPPP2
HGLibB_52107	TPPP3
HGLibB_52108	TPPP3
HGLibB_52109	TPPP3
HGLibB_52110	TPR
HGLibB_52111	TPR
HGLibB_52112	TPR
HGLibB_52113	TPRA1
HGLibB_52114	TPRA1
HGLibB_52115	TPRA1
HGLibB_52116	TPRG1
HGLibB_52117	TPRG1
HGLibB_52118	TPRG1
HGLibB_52119	TPRG1L
HGLibB_52120	TPRG1L
HGLibB_52121	TPRG1L
HGLibB_52122	TPRKB
HGLibB_52123	TPRKB
HGLibB_52124	TPRKB
HGLibB_52125	TPRN
HGLibB_52126	TPRN
HGLibB_52127	TPRN
HGLibB_52128	TPRX1
HGLibB_52129	TPRX1
HGLibB_52130	TPRX1
HGLibB_52131	TPSAB1
HGLibB_52132	TPSAB1
HGLibB_52133	TPSAB1
HGLibB_52134	TPSD1
HGLibB_52135	TPSD1
HGLibB_52136	TPSD1
HGLibB_52137	TPSG1
HGLibB_52138	TPSG1
HGLibB_52139	TPSG1
HGLibB_52140	TPST1
HGLibB_52141	TPST1
HGLibB_52142	TPST1
HGLibB_52143	TPST2
HGLibB_52144	TPST2
HGLibB_52145	TPST2
HGLibB_52146	TPT1
HGLibB_52147	TPT1
HGLibB_52148	TPT1
HGLibB_52149	TPTE
HGLibB_52150	TPTE
HGLibB_52151	TPTE
HGLibB_52152	TPTE2
HGLibB_52153	TPTE2
HGLibB_52154	TPTE2
HGLibB_52155	TPX2
HGLibB_52156	TPX2
HGLibB_52157	TPX2
HGLibB_52158	TRA2A
HGLibB_52159	TRA2A
HGLibB_52160	TRA2A
HGLibB_52161	TRA2B
HGLibB_52162	TRA2B
HGLibB_52163	TRA2B
HGLibB_52164	TRABD
HGLibB_52165	TRABD
HGLibB_52166	TRABD
HGLibB_52167	TRABD2A
HGLibB_52168	TRABD2A
HGLibB_52169	TRABD2A
HGLibB_52170	TRABD2B
HGLibB_52171	TRABD2B
HGLibB_52172	TRABD2B
HGLibB_52173	TRADD
HGLibB_52174	TRADD
HGLibB_52175	TRADD
HGLibB_52176	TRAF1
HGLibB_52177	TRAF1
HGLibB_52178	TRAF1
HGLibB_52179	TRAF2
HGLibB_52180	TRAF2
HGLibB_52181	TRAF2
HGLibB_52182	TRAF3
HGLibB_52183	TRAF3
HGLibB_52184	TRAF3
HGLibB_52185	TRAF3IP1
HGLibB_52186	TRAF3IP1
HGLibB_52187	TRAF3IP1
HGLibB_52188	TRAF3IP2
HGLibB_52189	TRAF3IP2
HGLibB_52190	TRAF3IP2
HGLibB_52191	TRAF3IP3
HGLibB_52192	TRAF3IP3
HGLibB_52193	TRAF3IP3
HGLibB_52194	TRAF4
HGLibB_52195	TRAF4
HGLibB_52196	TRAF4
HGLibB_52197	TRAF5
HGLibB_52198	TRAF5
HGLibB_52199	TRAF5
HGLibB_52200	TRAF6
HGLibB_52201	TRAF6
HGLibB_52202	TRAF6
HGLibB_52203	TRAF7
HGLibB_52204	TRAF7
HGLibB_52205	TRAF7
HGLibB_52206	TRAFD1
HGLibB_52207	TRAFD1
HGLibB_52208	TRAFD1
HGLibB_52209	TRAIP
HGLibB_52210	TRAIP
HGLibB_52211	TRAIP
HGLibB_52212	TRAK1
